id,component,material_category,design_code,design_name,finish,texture,color_family,application
1765,Wall Paint,Paint,INT-11765,Sand Wall Paint Style 1765,Polished,Concrete,Sand,Living Room
1766,Wall Panel,Panel,INT-11766,Light Oak Wall Panel Style 1766,Natural,Marble,Light Oak,Bathroom
1767,Table Surface,Wood,INT-11767,Walnut Table Surface Style 1767,High Gloss,Pattern,Walnut,Living Room
1768,Kitchen Cabinet,Laminate,INT-11768,Terracotta Kitchen Cabinet Style 1768,Satin,Pattern,Terracotta,Living Room
1769,Wood Flooring,Wood,INT-11769,Beige Wood Flooring Style 1769,Gloss,Marble,Beige,Bedroom
1770,Wood Flooring,Wood,INT-11770,Mustard Wood Flooring Style 1770,Textured,Woodgrain,Mustard,Lobby
1771,Decor Panel,Panel,INT-11771,Black Decor Panel Style 1771,Matte,Pattern,Black,Bathroom
1772,Glass Partition,Glass,INT-11772,Beige Glass Partition Style 1772,Gloss,Pattern,Beige,Office
1773,Decor Panel,Panel,INT-11773,Green Decor Panel Style 1773,Matte,Stone,Green,Living Room
1774,False Ceiling,Gypsum,INT-11774,Teak False Ceiling Style 1774,Satin,Smooth,Teak,Bedroom
1775,Decor Panel,Panel,INT-11775,Olive Decor Panel Style 1775,Natural,Stone,Olive,Bathroom
1776,False Ceiling,Gypsum,INT-11776,Mahogany False Ceiling Style 1776,Satin,Fabric,Mahogany,Kitchen
1777,Wall Paint,Paint,INT-11777,Terracotta Wall Paint Style 1777,Polished,Marble,Terracotta,Kitchen
1778,TV Unit Panel,Panel,INT-11778,Yellow TV Unit Panel Style 1778,Polished,Stone,Yellow,Kitchen
1779,False Ceiling,Gypsum,INT-11779,Ivory False Ceiling Style 1779,Gloss,Stone,Ivory,Lobby
1780,Wall Panel,Panel,INT-11780,Yellow Wall Panel Style 1780,Polished,Woodgrain,Yellow,Living Room
1781,Wall Paint,Paint,INT-11781,Walnut Wall Paint Style 1781,Matte,Stone,Walnut,Bathroom
1782,Table Surface,Wood,INT-11782,Light Oak Table Surface Style 1782,Gloss,Marble,Light Oak,Bathroom
1783,Wardrobe Finish,Laminate,INT-11783,Grey Wardrobe Finish Style 1783,Gloss,Concrete,Grey,Bedroom
1784,Wall Paint,Paint,INT-11784,Terracotta Wall Paint Style 1784,Natural,Marble,Terracotta,Living Room
1785,False Ceiling,Gypsum,INT-11785,Ivory False Ceiling Style 1785,Polished,Concrete,Ivory,Living Room
1786,Kitchen Countertop,Stone,INT-11786,Cream Kitchen Countertop Style 1786,Gloss,Stone,Cream,Lobby
1787,Kitchen Countertop,Stone,INT-11787,Mustard Kitchen Countertop Style 1787,Textured,Fabric,Mustard,Dining
1788,Kitchen Cabinet,Laminate,INT-11788,Yellow Kitchen Cabinet Style 1788,Textured,Stone,Yellow,Dining
1789,TV Unit Panel,Panel,INT-11789,Red TV Unit Panel Style 1789,Satin,Fabric,Red,Dining
1790,Wall Panel,Panel,INT-11790,Navy Wall Panel Style 1790,Polished,Linear,Navy,Lobby
1791,Wall Panel,Panel,INT-11791,White Wall Panel Style 1791,Textured,Fabric,White,Office
1792,Wardrobe Panel,Panel,INT-11792,Grey Wardrobe Panel Style 1792,Gloss,Fabric,Grey,Office
1793,Wall Panel,Panel,INT-11793,Green Wall Panel Style 1793,Satin,Pattern,Green,Living Room
1794,Wall Panel,Panel,INT-11794,Sand Wall Panel Style 1794,Gloss,Smooth,Sand,Dining
1795,Glass Partition,Glass,INT-11795,White Glass Partition Style 1795,Gloss,Marble,White,Bedroom
1796,Sofa Fabric,Fabric,INT-11796,Cream Sofa Fabric Style 1796,Polished,Smooth,Cream,Living Room
1797,Wall Panel,Panel,INT-11797,Light Oak Wall Panel Style 1797,Satin,Woodgrain,Light Oak,Kitchen
1798,Table Surface,Wood,INT-11798,Ivory Table Surface Style 1798,Polished,Marble,Ivory,Bathroom
1799,Ceiling Panel,Panel,INT-11799,Terracotta Ceiling Panel Style 1799,Textured,Marble,Terracotta,Office
1800,TV Unit Panel,Panel,INT-11800,Sand TV Unit Panel Style 1800,Natural,Stone,Sand,Bedroom
1801,Kitchen Cabinet,Laminate,INT-11801,Oak Kitchen Cabinet Style 1801,High Gloss,Woodgrain,Oak,Office
1802,Marble Flooring,Marble,INT-11802,Red Marble Flooring Style 1802,Polished,Pattern,Red,Office
1803,Glass Partition,Glass,INT-11803,Ivory Glass Partition Style 1803,Textured,Linear,Ivory,Office
1804,TV Unit Panel,Panel,INT-11804,Teak TV Unit Panel Style 1804,Textured,Marble,Teak,Lobby
1805,False Ceiling,Gypsum,INT-11805,Black False Ceiling Style 1805,Matte,Concrete,Black,Kitchen
1806,Wall Panel,Panel,INT-11806,Cream Wall Panel Style 1806,Natural,Linear,Cream,Bathroom
1807,Floor Tile,Tile,INT-11807,White Floor Tile Style 1807,Natural,Concrete,White,Bathroom
1808,Floor Tile,Tile,INT-11808,Oak Floor Tile Style 1808,Gloss,Marble,Oak,Bedroom
1809,Wardrobe Finish,Laminate,INT-11809,Teak Wardrobe Finish Style 1809,Satin,Pattern,Teak,Bedroom
1810,Ceiling Panel,Panel,INT-11810,Teak Ceiling Panel Style 1810,Textured,Smooth,Teak,Lobby
1811,Kitchen Countertop,Stone,INT-11811,Light Oak Kitchen Countertop Style 1811,High Gloss,Marble,Light Oak,Lobby
1812,Wardrobe Panel,Panel,INT-11812,Red Wardrobe Panel Style 1812,Satin,Marble,Red,Bedroom
1813,Wood Flooring,Wood,INT-11813,Teak Wood Flooring Style 1813,Polished,Marble,Teak,Office
1814,Decor Panel,Panel,INT-11814,Ivory Decor Panel Style 1814,Gloss,Pattern,Ivory,Kitchen
1815,False Ceiling,Gypsum,INT-11815,Grey False Ceiling Style 1815,Textured,Woodgrain,Grey,Bedroom
1816,Chair Fabric,Fabric,INT-11816,Walnut Chair Fabric Style 1816,Satin,Fabric,Walnut,Bedroom
1817,Glass Partition,Glass,INT-11817,Red Glass Partition Style 1817,Natural,Marble,Red,Office
1818,Sofa Fabric,Fabric,INT-11818,Red Sofa Fabric Style 1818,Matte,Woodgrain,Red,Kitchen
1819,False Ceiling,Gypsum,INT-11819,White False Ceiling Style 1819,Textured,Fabric,White,Dining
1820,Wardrobe Finish,Laminate,INT-11820,Yellow Wardrobe Finish Style 1820,High Gloss,Concrete,Yellow,Kitchen
1821,Wood Flooring,Wood,INT-11821,Mahogany Wood Flooring Style 1821,Gloss,Fabric,Mahogany,Lobby
1822,Marble Flooring,Marble,INT-11822,Ivory Marble Flooring Style 1822,Satin,Woodgrain,Ivory,Bathroom
1823,Chair Fabric,Fabric,INT-11823,Grey Chair Fabric Style 1823,Natural,Pattern,Grey,Kitchen
1824,TV Unit Panel,Panel,INT-11824,Light Oak TV Unit Panel Style 1824,Textured,Marble,Light Oak,Kitchen
1825,False Ceiling,Gypsum,INT-11825,Walnut False Ceiling Style 1825,Polished,Concrete,Walnut,Living Room
1826,Wood Flooring,Wood,INT-11826,Beige Wood Flooring Style 1826,Polished,Marble,Beige,Office
1827,Marble Flooring,Marble,INT-11827,Green Marble Flooring Style 1827,Matte,Smooth,Green,Kitchen
1828,Sofa Fabric,Fabric,INT-11828,Mahogany Sofa Fabric Style 1828,Textured,Fabric,Mahogany,Kitchen
1829,Chair Fabric,Fabric,INT-11829,White Chair Fabric Style 1829,Gloss,Pattern,White,Bedroom
1830,Kitchen Countertop,Stone,INT-11830,Ivory Kitchen Countertop Style 1830,Natural,Linear,Ivory,Office
1831,Marble Flooring,Marble,INT-11831,Mustard Marble Flooring Style 1831,Matte,Linear,Mustard,Bathroom
1832,TV Unit Panel,Panel,INT-11832,Terracotta TV Unit Panel Style 1832,Natural,Linear,Terracotta,Office
1833,False Ceiling,Gypsum,INT-11833,Mustard False Ceiling Style 1833,Textured,Concrete,Mustard,Lobby
1834,Floor Tile,Tile,INT-11834,Light Oak Floor Tile Style 1834,Gloss,Pattern,Light Oak,Living Room
1835,Wardrobe Finish,Laminate,INT-11835,Blue Wardrobe Finish Style 1835,High Gloss,Pattern,Blue,Bathroom
1836,Decor Panel,Panel,INT-11836,Mahogany Decor Panel Style 1836,Matte,Linear,Mahogany,Living Room
1837,Decor Panel,Panel,INT-11837,Beige Decor Panel Style 1837,High Gloss,Smooth,Beige,Living Room
1838,Sofa Fabric,Fabric,INT-11838,Walnut Sofa Fabric Style 1838,Natural,Woodgrain,Walnut,Office
1839,Glass Partition,Glass,INT-11839,Oak Glass Partition Style 1839,Polished,Linear,Oak,Office
1840,Wall Panel,Panel,INT-11840,Red Wall Panel Style 1840,Textured,Concrete,Red,Office
1841,Glass Partition,Glass,INT-11841,Blue Glass Partition Style 1841,Natural,Linear,Blue,Bathroom
1842,Decor Panel,Panel,INT-11842,Red Decor Panel Style 1842,Satin,Concrete,Red,Living Room
1843,Marble Flooring,Marble,INT-11843,Charcoal Marble Flooring Style 1843,Natural,Fabric,Charcoal,Dining
1844,TV Unit Panel,Panel,INT-11844,Charcoal TV Unit Panel Style 1844,Textured,Stone,Charcoal,Lobby
1845,Wall Paint,Paint,INT-11845,Mustard Wall Paint Style 1845,Matte,Stone,Mustard,Office
1846,Floor Tile,Tile,INT-11846,Mustard Floor Tile Style 1846,Matte,Concrete,Mustard,Lobby
1847,Wall Paint,Paint,INT-11847,Oak Wall Paint Style 1847,Textured,Marble,Oak,Bathroom
1848,Wall Paint,Paint,INT-11848,Navy Wall Paint Style 1848,Gloss,Linear,Navy,Dining
1849,Sofa Fabric,Fabric,INT-11849,Terracotta Sofa Fabric Style 1849,High Gloss,Fabric,Terracotta,Dining
1850,Wardrobe Finish,Laminate,INT-11850,Blue Wardrobe Finish Style 1850,High Gloss,Linear,Blue,Office
1851,Chair Fabric,Fabric,INT-11851,Navy Chair Fabric Style 1851,High Gloss,Smooth,Navy,Dining
1852,Decor Panel,Panel,INT-11852,Mustard Decor Panel Style 1852,High Gloss,Marble,Mustard,Bathroom
1853,Kitchen Cabinet,Laminate,INT-11853,Terracotta Kitchen Cabinet Style 1853,Satin,Marble,Terracotta,Office
1854,Marble Flooring,Marble,INT-11854,Walnut Marble Flooring Style 1854,Matte,Fabric,Walnut,Living Room
1855,False Ceiling,Gypsum,INT-11855,Red False Ceiling Style 1855,Satin,Marble,Red,Living Room
1856,Wardrobe Finish,Laminate,INT-11856,Black Wardrobe Finish Style 1856,High Gloss,Linear,Black,Kitchen
1857,Table Surface,Wood,INT-11857,White Table Surface Style 1857,Natural,Linear,White,Office
1858,Wardrobe Panel,Panel,INT-11858,Sand Wardrobe Panel Style 1858,High Gloss,Pattern,Sand,Dining
1859,Decor Panel,Panel,INT-11859,Mustard Decor Panel Style 1859,Polished,Pattern,Mustard,Bathroom
1860,Wardrobe Finish,Laminate,INT-11860,Walnut Wardrobe Finish Style 1860,Satin,Pattern,Walnut,Living Room
1861,Chair Fabric,Fabric,INT-11861,Grey Chair Fabric Style 1861,High Gloss,Fabric,Grey,Office
1862,Wallpaper,Wallpaper,INT-11862,Light Oak Wallpaper Style 1862,Satin,Concrete,Light Oak,Dining
1863,Wardrobe Panel,Panel,INT-11863,Ivory Wardrobe Panel Style 1863,Polished,Pattern,Ivory,Lobby
1864,Floor Tile,Tile,INT-11864,Teak Floor Tile Style 1864,Textured,Stone,Teak,Living Room
1865,Sofa Fabric,Fabric,INT-11865,Cream Sofa Fabric Style 1865,Textured,Pattern,Cream,Office
1866,Ceiling Panel,Panel,INT-11866,Sand Ceiling Panel Style 1866,Natural,Marble,Sand,Office
1867,Kitchen Cabinet,Laminate,INT-11867,Grey Kitchen Cabinet Style 1867,Polished,Marble,Grey,Bedroom
1868,Sofa Fabric,Fabric,INT-11868,Mustard Sofa Fabric Style 1868,Polished,Marble,Mustard,Office
1869,Floor Tile,Tile,INT-11869,Green Floor Tile Style 1869,Polished,Fabric,Green,Lobby
1870,Kitchen Cabinet,Laminate,INT-11870,Teak Kitchen Cabinet Style 1870,Matte,Linear,Teak,Dining
1871,TV Unit Panel,Panel,INT-11871,Charcoal TV Unit Panel Style 1871,Satin,Concrete,Charcoal,Dining
1872,Wall Panel,Panel,INT-11872,Mustard Wall Panel Style 1872,Natural,Fabric,Mustard,Bathroom
1873,Marble Flooring,Marble,INT-11873,Mahogany Marble Flooring Style 1873,Satin,Pattern,Mahogany,Bedroom
1874,Chair Fabric,Fabric,INT-11874,Beige Chair Fabric Style 1874,Polished,Stone,Beige,Kitchen
1875,Glass Partition,Glass,INT-11875,Charcoal Glass Partition Style 1875,Textured,Smooth,Charcoal,Lobby
1876,Kitchen Cabinet,Laminate,INT-11876,Walnut Kitchen Cabinet Style 1876,Polished,Woodgrain,Walnut,Dining
1877,Decor Panel,Panel,INT-11877,Blue Decor Panel Style 1877,Matte,Pattern,Blue,Kitchen
1878,Sofa Fabric,Fabric,INT-11878,Olive Sofa Fabric Style 1878,High Gloss,Linear,Olive,Kitchen
1879,TV Unit Panel,Panel,INT-11879,Cream TV Unit Panel Style 1879,Satin,Marble,Cream,Bedroom
1880,Wood Flooring,Wood,INT-11880,Teak Wood Flooring Style 1880,Natural,Smooth,Teak,Bedroom
1881,Wood Flooring,Wood,INT-11881,Ivory Wood Flooring Style 1881,Gloss,Pattern,Ivory,Office
1882,Wood Flooring,Wood,INT-11882,Black Wood Flooring Style 1882,Satin,Stone,Black,Kitchen
1883,Marble Flooring,Marble,INT-11883,Sand Marble Flooring Style 1883,Polished,Marble,Sand,Office
1884,Wall Panel,Panel,INT-11884,Grey Wall Panel Style 1884,Satin,Linear,Grey,Kitchen
1885,Wood Flooring,Wood,INT-11885,Red Wood Flooring Style 1885,Matte,Pattern,Red,Dining
1886,Wood Flooring,Wood,INT-11886,Ivory Wood Flooring Style 1886,High Gloss,Linear,Ivory,Bathroom
1887,Ceiling Panel,Panel,INT-11887,Charcoal Ceiling Panel Style 1887,Gloss,Marble,Charcoal,Bedroom
1888,Kitchen Countertop,Stone,INT-11888,Black Kitchen Countertop Style 1888,Textured,Fabric,Black,Living Room
1889,Glass Partition,Glass,INT-11889,Beige Glass Partition Style 1889,Satin,Woodgrain,Beige,Bathroom
1890,Chair Fabric,Fabric,INT-11890,Beige Chair Fabric Style 1890,Gloss,Fabric,Beige,Bedroom
1891,Wardrobe Finish,Laminate,INT-11891,Yellow Wardrobe Finish Style 1891,Natural,Smooth,Yellow,Bedroom
1892,Wall Paint,Paint,INT-11892,Olive Wall Paint Style 1892,Satin,Concrete,Olive,Living Room
1893,Sofa Fabric,Fabric,INT-11893,Mustard Sofa Fabric Style 1893,Textured,Linear,Mustard,Dining
1894,False Ceiling,Gypsum,INT-11894,Terracotta False Ceiling Style 1894,Satin,Concrete,Terracotta,Bathroom
1895,Wall Paint,Paint,INT-11895,Mustard Wall Paint Style 1895,Polished,Fabric,Mustard,Living Room
1896,Table Surface,Wood,INT-11896,Light Oak Table Surface Style 1896,Natural,Fabric,Light Oak,Kitchen
1897,Chair Fabric,Fabric,INT-11897,Light Oak Chair Fabric Style 1897,Natural,Woodgrain,Light Oak,Dining
1898,Wall Panel,Panel,INT-11898,Black Wall Panel Style 1898,Satin,Pattern,Black,Bedroom
1899,Decor Panel,Panel,INT-11899,Mahogany Decor Panel Style 1899,Natural,Concrete,Mahogany,Bedroom
1900,Wallpaper,Wallpaper,INT-11900,Mahogany Wallpaper Style 1900,Natural,Linear,Mahogany,Office
1901,False Ceiling,Gypsum,INT-11901,Cream False Ceiling Style 1901,High Gloss,Stone,Cream,Bathroom
1902,Kitchen Countertop,Stone,INT-11902,Red Kitchen Countertop Style 1902,High Gloss,Smooth,Red,Bathroom
1903,Floor Tile,Tile,INT-11903,Charcoal Floor Tile Style 1903,Polished,Smooth,Charcoal,Bathroom
1904,Kitchen Cabinet,Laminate,INT-11904,White Kitchen Cabinet Style 1904,Natural,Fabric,White,Lobby
1905,Wardrobe Panel,Panel,INT-11905,Cream Wardrobe Panel Style 1905,Natural,Linear,Cream,Office
1906,Wardrobe Finish,Laminate,INT-11906,Terracotta Wardrobe Finish Style 1906,Polished,Smooth,Terracotta,Dining
1907,Wallpaper,Wallpaper,INT-11907,Olive Wallpaper Style 1907,High Gloss,Marble,Olive,Office
1908,Floor Tile,Tile,INT-11908,Charcoal Floor Tile Style 1908,Textured,Concrete,Charcoal,Living Room
1909,Kitchen Cabinet,Laminate,INT-11909,Terracotta Kitchen Cabinet Style 1909,Polished,Marble,Terracotta,Lobby
1910,Kitchen Countertop,Stone,INT-11910,Red Kitchen Countertop Style 1910,Matte,Fabric,Red,Lobby
1911,Kitchen Cabinet,Laminate,INT-11911,Sand Kitchen Cabinet Style 1911,Gloss,Concrete,Sand,Lobby
1912,Glass Partition,Glass,INT-11912,Sand Glass Partition Style 1912,Gloss,Smooth,Sand,Living Room
1913,Marble Flooring,Marble,INT-11913,Charcoal Marble Flooring Style 1913,Textured,Smooth,Charcoal,Dining
1914,Kitchen Cabinet,Laminate,INT-11914,Oak Kitchen Cabinet Style 1914,High Gloss,Woodgrain,Oak,Living Room
1915,Wardrobe Finish,Laminate,INT-11915,Grey Wardrobe Finish Style 1915,Textured,Marble,Grey,Bathroom
1916,Wall Panel,Panel,INT-11916,Oak Wall Panel Style 1916,Natural,Woodgrain,Oak,Kitchen
1917,False Ceiling,Gypsum,INT-11917,Sand False Ceiling Style 1917,Gloss,Stone,Sand,Bedroom
1918,Floor Tile,Tile,INT-11918,Black Floor Tile Style 1918,Matte,Woodgrain,Black,Kitchen
1919,Wall Panel,Panel,INT-11919,Mahogany Wall Panel Style 1919,Matte,Concrete,Mahogany,Living Room
1920,False Ceiling,Gypsum,INT-11920,Yellow False Ceiling Style 1920,Satin,Fabric,Yellow,Bathroom
1921,Wood Flooring,Wood,INT-11921,Walnut Wood Flooring Style 1921,High Gloss,Pattern,Walnut,Kitchen
1922,Chair Fabric,Fabric,INT-11922,Beige Chair Fabric Style 1922,Gloss,Linear,Beige,Dining
1923,Ceiling Panel,Panel,INT-11923,Light Oak Ceiling Panel Style 1923,Textured,Concrete,Light Oak,Kitchen
1924,Wardrobe Panel,Panel,INT-11924,White Wardrobe Panel Style 1924,Polished,Marble,White,Dining
1925,Ceiling Panel,Panel,INT-11925,Black Ceiling Panel Style 1925,Polished,Woodgrain,Black,Living Room
1926,Wall Paint,Paint,INT-11926,Grey Wall Paint Style 1926,Satin,Linear,Grey,Lobby
1927,False Ceiling,Gypsum,INT-11927,Terracotta False Ceiling Style 1927,Matte,Woodgrain,Terracotta,Bathroom
1928,Decor Panel,Panel,INT-11928,White Decor Panel Style 1928,Satin,Marble,White,Bedroom
1929,Wardrobe Panel,Panel,INT-11929,Blue Wardrobe Panel Style 1929,Natural,Concrete,Blue,Bathroom
1930,Wood Flooring,Wood,INT-11930,Yellow Wood Flooring Style 1930,Natural,Concrete,Yellow,Office
1931,Wall Paint,Paint,INT-11931,Cream Wall Paint Style 1931,Satin,Marble,Cream,Office
1932,Chair Fabric,Fabric,INT-11932,Mustard Chair Fabric Style 1932,High Gloss,Stone,Mustard,Bedroom
1933,Floor Tile,Tile,INT-11933,Olive Floor Tile Style 1933,Gloss,Concrete,Olive,Lobby
1934,Marble Flooring,Marble,INT-11934,Red Marble Flooring Style 1934,Matte,Pattern,Red,Office
1935,Wallpaper,Wallpaper,INT-11935,Cream Wallpaper Style 1935,Textured,Woodgrain,Cream,Lobby
1936,Decor Panel,Panel,INT-11936,Sand Decor Panel Style 1936,Gloss,Stone,Sand,Bedroom
1937,Ceiling Panel,Panel,INT-11937,Red Ceiling Panel Style 1937,Matte,Smooth,Red,Bathroom
1938,Wall Paint,Paint,INT-11938,Walnut Wall Paint Style 1938,Polished,Woodgrain,Walnut,Kitchen
1939,Decor Panel,Panel,INT-11939,Beige Decor Panel Style 1939,Textured,Fabric,Beige,Lobby
1940,Wall Paint,Paint,INT-11940,Teak Wall Paint Style 1940,Matte,Marble,Teak,Bathroom
1941,Sofa Fabric,Fabric,INT-11941,Walnut Sofa Fabric Style 1941,Textured,Concrete,Walnut,Bathroom
1942,Wood Flooring,Wood,INT-11942,Mustard Wood Flooring Style 1942,High Gloss,Concrete,Mustard,Office
1943,Floor Tile,Tile,INT-11943,Black Floor Tile Style 1943,Natural,Linear,Black,Bedroom
1944,Wall Panel,Panel,INT-11944,Navy Wall Panel Style 1944,Gloss,Smooth,Navy,Bedroom
1945,Wall Panel,Panel,INT-11945,Mustard Wall Panel Style 1945,Gloss,Pattern,Mustard,Dining
1946,Chair Fabric,Fabric,INT-11946,Terracotta Chair Fabric Style 1946,Polished,Concrete,Terracotta,Lobby
1947,Glass Partition,Glass,INT-11947,Sand Glass Partition Style 1947,Textured,Fabric,Sand,Bedroom
1948,Glass Partition,Glass,INT-11948,Mustard Glass Partition Style 1948,Satin,Fabric,Mustard,Kitchen
1949,Wardrobe Panel,Panel,INT-11949,Teak Wardrobe Panel Style 1949,Natural,Smooth,Teak,Living Room
1950,Glass Partition,Glass,INT-11950,Green Glass Partition Style 1950,Satin,Concrete,Green,Bedroom
1951,Ceiling Panel,Panel,INT-11951,Oak Ceiling Panel Style 1951,Matte,Stone,Oak,Bathroom
1952,Wall Paint,Paint,INT-11952,Cream Wall Paint Style 1952,Gloss,Linear,Cream,Living Room
1953,Glass Partition,Glass,INT-11953,Terracotta Glass Partition Style 1953,Polished,Smooth,Terracotta,Lobby
1954,Kitchen Countertop,Stone,INT-11954,Oak Kitchen Countertop Style 1954,Satin,Woodgrain,Oak,Bathroom
1955,Wardrobe Finish,Laminate,INT-11955,Light Oak Wardrobe Finish Style 1955,Gloss,Linear,Light Oak,Lobby
1956,Ceiling Panel,Panel,INT-11956,Ivory Ceiling Panel Style 1956,High Gloss,Woodgrain,Ivory,Bathroom
1957,Wardrobe Panel,Panel,INT-11957,Red Wardrobe Panel Style 1957,Textured,Linear,Red,Bedroom
1958,Wood Flooring,Wood,INT-11958,Charcoal Wood Flooring Style 1958,Natural,Woodgrain,Charcoal,Office
1959,Marble Flooring,Marble,INT-11959,Navy Marble Flooring Style 1959,Textured,Woodgrain,Navy,Lobby
1960,Ceiling Panel,Panel,INT-11960,Teak Ceiling Panel Style 1960,Natural,Concrete,Teak,Living Room
1961,Decor Panel,Panel,INT-11961,Black Decor Panel Style 1961,Textured,Concrete,Black,Living Room
1962,Decor Panel,Panel,INT-11962,Teak Decor Panel Style 1962,Satin,Smooth,Teak,Bathroom
1963,Wall Paint,Paint,INT-11963,Sand Wall Paint Style 1963,Matte,Marble,Sand,Office
1964,Sofa Fabric,Fabric,INT-11964,Sand Sofa Fabric Style 1964,Textured,Pattern,Sand,Office
1965,Wall Panel,Panel,INT-11965,Red Wall Panel Style 1965,High Gloss,Concrete,Red,Bathroom
1966,Table Surface,Wood,INT-11966,Walnut Table Surface Style 1966,Matte,Fabric,Walnut,Bedroom
1967,Sofa Fabric,Fabric,INT-11967,Terracotta Sofa Fabric Style 1967,High Gloss,Linear,Terracotta,Living Room
1968,TV Unit Panel,Panel,INT-11968,Beige TV Unit Panel Style 1968,Satin,Marble,Beige,Kitchen
1969,Wall Paint,Paint,INT-11969,Ivory Wall Paint Style 1969,Satin,Pattern,Ivory,Kitchen
1970,Ceiling Panel,Panel,INT-11970,Walnut Ceiling Panel Style 1970,Natural,Concrete,Walnut,Kitchen
1971,Wardrobe Finish,Laminate,INT-11971,Oak Wardrobe Finish Style 1971,Gloss,Pattern,Oak,Bathroom
1972,Sofa Fabric,Fabric,INT-11972,Black Sofa Fabric Style 1972,Matte,Pattern,Black,Lobby
1973,Ceiling Panel,Panel,INT-11973,White Ceiling Panel Style 1973,Polished,Pattern,White,Bathroom
1974,Chair Fabric,Fabric,INT-11974,Olive Chair Fabric Style 1974,High Gloss,Smooth,Olive,Bedroom
1975,Wall Paint,Paint,INT-11975,Black Wall Paint Style 1975,Matte,Stone,Black,Bathroom
1976,Kitchen Cabinet,Laminate,INT-11976,Blue Kitchen Cabinet Style 1976,Polished,Pattern,Blue,Office
1977,Decor Panel,Panel,INT-11977,Navy Decor Panel Style 1977,Natural,Linear,Navy,Living Room
1978,Wood Flooring,Wood,INT-11978,Walnut Wood Flooring Style 1978,Matte,Pattern,Walnut,Lobby
1979,Decor Panel,Panel,INT-11979,Navy Decor Panel Style 1979,Textured,Pattern,Navy,Dining
1980,Chair Fabric,Fabric,INT-11980,Green Chair Fabric Style 1980,Natural,Marble,Green,Office
1981,Wood Flooring,Wood,INT-11981,Yellow Wood Flooring Style 1981,Matte,Concrete,Yellow,Living Room
1982,Sofa Fabric,Fabric,INT-11982,Sand Sofa Fabric Style 1982,Textured,Fabric,Sand,Bedroom
1983,Glass Partition,Glass,INT-11983,Teak Glass Partition Style 1983,High Gloss,Woodgrain,Teak,Bedroom
1984,Glass Partition,Glass,INT-11984,White Glass Partition Style 1984,High Gloss,Marble,White,Kitchen
1985,False Ceiling,Gypsum,INT-11985,White False Ceiling Style 1985,Satin,Linear,White,Living Room
